run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc,firearea
475,1050.6,756.4,16,14,300,15.0,351.1,10.0,7.3,17.3,1,1,0,40,39.8,43.9,0.0
476,-1623.8,239.0,17,10,29,30.5,51.7,9.9,11.4,5.4,71,1,0,10,62.0,47.5,0.0
477,966.0,1396.2,37,9,164,9.6,91.8,29.3,11.0,3.3,11,3,0,5,43.9,81.3,0.0
478,-667.3,1682.9,15,23,331,22.0,309.6,35.6,2.3,2.7,0,2,1,20,89.5,81.1,0.2
479,-690.6,1682.9,30,44,258,7.3,341.9,32.6,37.0,29.2,19,3,0,36,56.1,74.9,0.0
480,1166.1,809.8,4,20,317,4.5,98.9,2.9,8.8,36.6,13,2,1,34,85.0,54.6,3419.5
481,-958.1,-262.0,28,22,344,17.2,21.7,10.9,30.3,4.8,97,2,0,31,54.0,92.8,0.0
482,-886.2,-1751.1,21,15,297,3.5,328.6,22.0,36.1,5.8,21,2,0,22,83.4,66.2,0.0
483,125.6,-1847.6,9,11,29,28.8,28.2,31.6,35.3,29.9,93,0,0,37,75.9,61.7,0.2
484,-987.2,616.2,33,32,161,20.4,191.6,30.0,6.8,20.7,20,3,2,19,55.5,97.8,0.0
485,609.9,1667.4,21,30,238,4.3,52.9,31.5,6.0,14.6,19,3,0,28,43.4,31.5,0.0
486,-717.7,1224.1,30,44,273,8.1,19.6,18.5,32.7,12.6,43,3,1,39,98.2,64.0,0.0
487,-290.7,1356.2,34,26,319,12.2,347.1,38.8,32.8,4.4,43,5,1,7,65.8,80.0,0.0
488,309.1,1330.8,6,4,184,5.6,309.1,7.5,8.2,20.8,1,0,0,14,37.5,84.6,3418.0
489,-1170.6,-1703.5,32,19,29,3.2,124.8,4.8,6.2,7.3,58,0,0,11,95.8,80.0,0.0
490,1240.0,1398.3,33,37,183,8.0,105.7,10.9,32.4,7.7,29,0,0,1,50.4,46.3,0.0
491,324.3,-611.4,10,4,170,7.6,276.8,29.7,21.8,8.8,97,3,0,30,55.8,83.7,0.2
492,-1102.3,-674.7,29,3,182,26.0,106.4,16.1,33.4,9.4,3,3,1,4,45.3,89.8,0.0
493,822.8,-402.5,30,41,236,22.8,191.5,2.1,35.5,9.6,59,3,1,8,34.4,39.0,0.0
494,909.1,-426.0,33,31,22,11.1,156.5,38.4,18.2,16.0,46,2,0,29,95.0,67.6,0.0
495,-1060.5,-34.7,15,14,360,23.6,23.7,2.3,17.2,39.3,50,3,2,6,78.3,52.8,2113.2
496,-1916.5,-1576.5,32,43,218,13.0,249.7,27.5,16.9,16.4,3,2,0,2,47.4,71.7,0.0
497,675.1,-844.3,28,24,201,18.4,28.0,20.6,22.3,37.5,75,5,2,39,91.1,30.7,0.0
498,1475.0,1189.7,25,14,159,4.4,339.3,5.3,5.7,38.8,16,5,1,35,88.5,70.6,0.0
499,-476.8,-1229.0,31,27,29,24.7,289.6,8.1,8.0,8.8,1,5,0,14,31.0,62.4,0.0
500,404.8,1538.3,10,23,109,18.3,81.2,35.2,3.1,17.5,39,2,1,9,53.9,98.3,0.2
501,1793.2,1460.2,13,10,271,15.3,288.2,3.0,25.1,26.3,52,3,2,5,33.7,90.7,1056.6
502,-1394.1,708.5,13,5,151,30.3,232.7,39.7,28.6,34.5,58,0,0,3,59.5,91.5,0.2
503,-249.2,-336.4,31,44,69,4.2,18.5,25.8,20.5,16.2,49,2,0,31,76.8,85.1,0.0
504,1366.2,15.8,19,15,225,28.0,259.4,34.3,32.6,5.4,8,0,0,25,50.3,75.7,0.0
505,816.1,247.3,18,38,276,21.5,129.7,2.8,23.6,33.2,18,0,0,1,67.0,98.4,0.0
506,786.7,-1095.7,11,2,70,11.5,242.4,38.6,28.9,20.3,74,5,2,33,52.4,87.1,0.2
507,-1207.5,1237.0,4,36,52,7.8,225.0,16.7,23.5,28.9,9,1,0,4,89.0,37.9,1696.2
508,915.4,1350.1,16,26,335,27.6,326.4,19.6,19.5,23.4,93,0,0,29,78.0,79.8,0.0
509,1243.1,-343.2,24,27,242,1.1,162.9,27.5,32.6,31.1,97,4,0,40,70.9,60.7,0.0
510,592.7,1400.8,13,42,63,3.9,334.8,8.9,21.9,20.3,6,3,2,34,73.2,45.7,1379.5
511,1772.6,92.1,13,7,94,24.9,308.8,32.2,2.2,9.4,58,2,0,18,33.9,59.9,0.2
512,428.8,1913.4,8,11,231,6.8,225.5,39.6,32.9,3.6,64,5,2,12,68.4,45.3,0.0
513,802.2,221.8,29,14,111,15.8,141.5,19.5,29.3,12.7,47,4,0,32,70.8,83.2,0.0
514,-355.5,-1542.2,6,22,201,0.9,46.2,21.0,6.9,25.1,60,4,1,32,76.0,68.5,3376.6
515,-1621.0,1815.1,36,37,76,9.1,270.6,39.1,27.9,35.0,92,1,0,11,65.4,88.6,0.0
516,818.1,-366.8,30,16,289,6.1,43.9,38.8,36.8,38.3,16,2,0,27,68.6,69.4,0.0
517,-60.7,-903.9,22,29,55,25.3,331.4,37.1,12.8,5.4,44,2,1,11,76.8,96.2,0.0
518,-1031.3,1490.7,35,44,29,10.9,71.1,11.3,14.4,20.1,51,0,0,15,57.4,54.8,0.0
519,-746.3,-82.5,39,43,149,16.1,89.5,25.1,21.4,12.4,95,0,0,28,53.5,82.2,0.0
520,692.4,1002.5,37,41,339,22.9,237.4,6.9,2.5,33.2,44,5,2,32,87.1,64.0,0.0
521,1749.9,1458.6,16,20,50,8.4,30.7,39.7,4.4,33.0,20,4,0,22,57.9,89.3,0.0
522,706.3,-567.8,35,36,144,5.4,108.0,23.9,36.4,17.3,23,4,1,33,59.6,55.2,0.0
523,1347.2,-937.4,32,35,81,12.5,138.1,33.4,22.5,22.8,64,4,0,16,33.9,53.8,0.0
524,-332.7,-1096.4,10,43,53,19.1,92.2,35.3,8.0,28.0,37,0,0,36,75.5,95.0,0.2
525,970.3,-1438.7,37,33,165,6.7,267.2,16.2,21.9,38.7,17,1,0,15,57.1,90.4,0.0
526,653.8,-1320.6,26,2,328,0.7,72.2,7.1,20.5,32.8,7,1,0,3,56.7,65.8,0.0
527,-1012.8,1503.9,19,43,46,12.3,73.7,15.9,5.2,37.0,14,4,2,2,92.4,85.9,0.0
528,280.3,529.4,6,37,162,5.7,178.3,6.7,7.1,9.1,51,5,0,17,41.3,45.4,1140.0
529,61.2,-228.0,36,14,187,10.7,134.9,26.8,33.6,24.6,35,2,0,32,55.8,58.5,0.0
530,1076.2,-1574.5,34,22,16,21.4,139.2,19.5,17.0,14.4,54,5,0,37,83.0,95.2,0.0
531,-1492.9,-529.2,31,4,246,30.4,332.7,38.8,10.7,14.7,93,1,0,3,60.2,67.4,0.0
532,-424.4,1842.3,2,14,32,5.8,53.8,33.9,15.7,5.8,57,2,1,25,79.7,42.1,0.2
533,1737.8,-1905.3,28,2,216,0.5,159.8,30.6,15.1,34.8,34,4,1,21,70.7,64.1,0.0
534,-1284.3,1598.9,5,14,38,24.4,132.1,36.4,31.4,8.9,53,4,2,9,99.1,82.9,0.2
535,-49.8,1322.8,6,9,60,18.1,278.3,9.4,37.6,12.2,64,1,0,21,82.9,68.6,1661.3
536,-1528.4,-1147.2,27,10,114,16.7,199.6,9.9,34.7,36.6,22,1,0,23,51.6,49.0,0.0
537,-491.2,-1034.3,39,6,328,28.4,212.9,29.4,36.0,6.0,27,4,0,27,61.0,63.8,0.0
538,1362.4,-1160.4,12,11,121,15.2,8.2,36.7,25.9,33.3,46,5,1,12,39.3,83.9,0.2
539,1610.0,-1399.0,22,37,83,30.4,280.4,25.3,36.0,4.4,86,2,0,27,91.3,59.8,0.0
540,915.3,544.6,29,27,134,9.8,254.9,30.2,17.0,14.1,35,4,0,2,83.1,78.6,0.0
541,-1462.5,-1576.0,6,34,146,8.3,59.8,16.7,27.9,13.3,55,5,1,15,52.9,89.0,468.4
542,-8.6,-75.6,9,15,66,21.2,200.1,15.1,14.4,18.5,92,2,0,4,65.2,49.9,913.8
543,1745.3,938.1,36,38,190,28.8,185.2,13.1,4.9,15.4,89,3,2,11,34.0,84.1,0.0
544,-1054.2,1742.1,22,43,327,11.8,352.0,10.6,34.4,34.1,61,5,1,11,64.5,49.9,0.0
545,1406.6,-1039.5,12,12,225,21.4,329.5,35.0,30.3,10.3,14,2,1,23,73.9,62.7,0.2
546,-1569.6,344.0,30,15,2,20.0,59.8,4.3,13.4,12.0,45,5,1,22,96.4,35.9,0.0
547,-110.0,1516.0,11,33,70,22.3,32.5,29.3,12.2,25.8,81,0,0,12,50.3,35.8,0.2
548,-1377.1,326.1,30,19,245,19.2,76.7,32.3,28.3,3.7,17,5,2,9,50.1,94.8,0.0
549,-118.1,374.5,11,8,7,12.9,14.5,38.9,31.4,28.1,35,1,0,34,66.8,66.6,0.2
550,-1538.5,-430.4,6,12,144,16.8,329.3,22.6,20.1,39.2,47,5,1,4,56.4,64.3,924.3
551,-1727.0,1617.3,9,11,165,24.9,50.6,13.9,32.3,13.0,10,1,0,30,75.4,96.0,123.4
552,-1764.1,-1165.5,16,42,119,25.6,58.4,4.0,39.0,36.4,87,0,0,25,36.1,53.4,0.0
553,213.5,448.2,13,8,290,9.5,262.8,3.7,17.0,23.1,24,3,1,35,62.8,95.6,3005.7
554,-528.3,-1147.1,14,9,280,17.0,229.3,27.7,17.7,35.0,65,0,0,18,30.4,97.4,0.2
555,-1329.8,1085.7,35,20,49,15.3,349.9,36.5,35.5,34.7,13,4,0,39,73.6,36.0,0.0
556,1365.3,1714.6,15,22,286,30.0,5.8,36.9,12.5,32.8,72,5,0,15,48.6,59.7,0.2
557,-680.3,-711.2,36,10,255,6.9,136.9,9.6,30.6,15.1,75,1,0,0,85.6,51.5,0.0
558,619.2,1458.8,3,22,191,28.9,304.3,3.8,30.5,16.5,90,1,0,7,62.5,43.2,3419.5
559,-1330.3,-615.9,35,32,225,15.6,156.2,27.5,24.9,31.9,41,4,1,26,56.3,94.7,0.0
560,-292.8,1374.6,30,11,334,26.4,112.6,30.0,14.9,27.6,6,3,1,37,65.1,83.4,0.0
561,1176.8,-11.7,15,42,86,26.5,1.4,22.1,3.4,9.2,11,3,2,8,54.7,32.7,900.5
562,1361.0,-1828.2,4,35,303,22.9,24.3,40.0,21.3,3.5,43,1,0,10,76.0,61.8,0.2
563,86.8,564.3,28,29,354,11.5,246.2,36.2,6.8,34.2,62,1,0,34,39.9,62.6,0.0
564,1023.9,373.0,16,40,249,14.1,70.6,2.5,6.1,15.0,7,2,1,18,74.9,89.1,0.0
565,-1176.1,-1517.1,14,26,120,29.2,136.6,15.6,38.5,15.4,65,5,2,30,61.4,97.1,402.5
566,135.5,176.1,3,10,214,27.9,283.7,34.3,12.1,23.9,71,4,0,22,45.1,64.7,0.2
567,1559.3,-1630.7,5,45,130,26.2,257.7,4.2,7.7,15.1,45,2,0,26,35.6,54.6,0.0
568,1496.0,-266.3,3,41,216,23.8,107.5,17.8,24.1,29.3,19,5,1,13,82.7,34.5,2747.2
569,1603.2,1477.9,29,40,153,5.8,196.1,29.5,31.1,34.9,42,4,2,23,58.8,89.7,0.0
570,1068.5,-1536.9,25,15,116,4.5,154.7,29.7,24.0,11.5,99,5,1,20,49.4,97.5,0.0
571,-422.4,-1616.4,25,44,345,2.3,204.7,21.4,24.8,5.5,96,3,0,13,97.9,98.0,0.0
572,-1612.0,1877.3,17,4,198,13.7,0.7,38.9,40.0,30.8,98,3,1,35,74.8,75.5,0.0
573,347.6,722.2,34,36,267,4.1,152.1,27.2,12.3,8.1,91,4,1,29,53.3,93.2,0.0
574,-17.8,-1014.7,1,15,126,0.0,226.1,30.0,6.5,27.1,1,1,0,34,88.8,72.9,0.2
575,30.6,1423.0,24,12,357,19.2,194.6,10.5,31.1,27.4,94,4,2,10,35.1,41.2,0.0
576,-330.9,1446.5,36,40,180,9.8,131.7,24.4,16.1,20.1,28,2,1,21,37.3,91.0,0.0
577,1207.5,-54.2,10,28,356,0.0,331.2,38.2,8.6,23.0,67,4,2,34,71.2,83.7,0.2
578,594.2,836.4,34,36,62,12.9,139.7,30.7,24.9,28.6,26,1,0,38,42.8,73.2,0.0
579,109.6,1349.1,5,7,272,17.4,96.6,21.2,35.8,15.3,44,5,1,32,55.8,51.7,0.2
580,1514.5,-1709.9,36,21,360,8.2,211.2,29.1,31.1,9.8,13,5,1,25,93.1,60.9,0.0
581,-367.5,1850.5,16,3,75,0.1,348.3,7.5,6.0,37.5,37,4,0,33,63.2,58.3,0.0
582,-686.7,429.2,16,31,62,28.9,135.2,19.5,5.2,32.5,32,5,0,27,53.5,93.9,0.0
583,-1806.3,257.0,3,28,354,30.4,90.4,32.2,31.6,31.6,93,5,0,24,99.3,94.2,0.2
584,-1100.7,910.2,26,39,75,21.1,143.9,7.7,7.1,22.1,87,3,0,17,47.4,85.2,0.0
585,367.4,-1407.6,24,29,188,12.0,146.1,5.8,24.9,4.0,54,2,1,32,80.2,90.6,0.0
586,1453.7,1857.6,13,6,181,8.4,335.2,14.8,20.2,20.7,57,5,1,21,76.2,57.3,683.2
587,-1177.0,-804.3,10,4,104,14.9,204.2,3.3,36.5,8.0,16,5,0,26,60.4,73.1,2239.7
588,-1849.1,191.7,19,41,359,5.4,122.3,36.3,5.3,36.0,89,5,2,14,43.1,73.8,0.0
589,1125.8,945.2,5,21,151,8.8,96.1,3.5,14.8,37.0,20,4,2,35,80.6,64.9,3117.7
590,660.2,-135.9,7,42,45,28.7,45.2,29.4,15.7,18.4,64,3,1,16,97.4,94.8,1261.4
591,831.6,-1533.9,15,31,51,0.6,241.7,11.5,32.4,26.4,86,0,0,31,38.8,51.1,930.5
592,1485.4,-28.9,29,29,297,1.8,13.0,11.5,39.4,37.0,4,1,0,5,70.0,79.3,0.0
593,-1862.5,-1398.1,39,28,205,5.7,61.1,8.1,38.8,34.6,99,3,0,20,65.7,55.0,0.0
594,1877.2,-778.2,25,45,118,12.7,277.4,35.3,7.1,19.3,96,5,2,14,73.8,97.0,0.0
595,-1904.4,1109.8,10,39,278,23.8,35.4,13.7,35.3,29.1,4,0,0,2,58.8,34.8,0.0
596,-227.1,151.6,15,10,208,12.9,39.2,21.1,36.6,33.0,73,1,0,32,44.1,60.3,90.3
597,1059.7,179.2,35,44,303,4.7,121.2,32.0,27.6,22.7,43,3,2,10,48.4,48.9,0.0
598,-1538.7,-1729.8,25,8,137,23.0,357.6,10.6,10.0,15.7,74,4,2,10,68.8,52.8,0.0
599,1903.5,-115.8,39,35,183,1.6,6.1,23.1,34.4,34.2,90,1,0,10,84.7,43.9,0.0
600,-274.3,-1264.0,28,14,11,11.3,100.7,17.1,30.0,23.6,44,2,1,7,43.2,51.4,0.0
601,-14.0,1786.1,1,26,231,30.2,222.2,37.5,34.8,8.8,87,5,1,40,67.8,71.3,0.2
602,-962.4,-715.2,27,2,134,28.5,271.3,23.1,5.2,33.1,10,5,0,39,38.5,51.1,0.0
603,-237.2,-1674.2,6,16,340,21.8,121.7,31.6,10.7,8.5,15,5,0,32,35.4,56.3,0.2
604,-1187.1,1761.2,33,9,23,27.5,173.6,39.1,5.8,9.2,61,3,0,37,67.7,48.4,0.0
605,-1525.4,-1496.6,6,13,211,7.7,192.8,11.5,22.1,21.0,55,4,1,6,49.3,56.3,3122.2
606,973.0,719.1,16,14,17,11.6,353.6,13.3,6.3,27.2,87,0,0,30,49.5,82.4,0.0
607,-1662.1,1275.6,31,6,204,30.6,315.7,17.2,19.2,37.4,76,3,1,31,38.9,72.0,0.0
608,-928.8,-330.8,30,6,327,29.5,113.2,20.1,6.5,17.3,39,0,0,0,49.4,37.1,0.0
609,1316.5,266.8,40,30,96,2.9,121.2,16.0,5.8,22.5,11,4,2,27,58.6,50.3,0.0
610,1874.0,-418.3,37,45,219,13.2,296.1,5.1,38.8,2.7,34,0,0,20,31.9,98.2,0.0
611,1011.0,347.9,36,29,74,21.4,50.8,14.8,13.9,8.4,95,5,2,34,38.1,30.1,0.0
612,56.4,-197.8,26,1,99,14.6,153.7,14.6,21.3,27.6,46,1,0,23,65.2,46.3,0.0
613,-851.5,-1908.7,28,28,257,6.0,263.5,11.2,32.5,28.0,42,0,0,19,35.8,83.8,0.0
614,1540.4,216.9,27,0,313,10.5,283.1,28.0,8.1,17.3,61,1,0,4,81.3,67.8,0.0
615,-1853.3,419.1,17,26,315,31.0,219.6,24.8,18.5,20.7,33,0,0,8,47.7,73.7,0.0
616,-1833.4,87.6,4,37,156,25.4,128.4,38.2,30.9,10.4,74,1,0,23,59.2,91.8,0.2
617,1129.0,-1128.6,40,15,78,11.2,63.1,31.8,38.3,2.5,8,1,0,19,75.6,65.7,0.0
618,-1747.9,-1239.6,17,11,209,13.6,171.4,12.4,4.5,8.2,16,4,2,37,85.7,43.0,0.0
619,198.7,-892.2,28,2,101,3.2,212.1,26.0,13.1,23.4,23,5,1,24,48.3,87.6,0.0
620,-806.9,543.7,5,1,335,2.9,252.8,15.5,20.0,16.7,62,3,2,36,62.5,63.2,216.8
621,1597.7,1202.5,19,9,99,0.8,108.4,19.1,28.3,18.0,62,0,0,10,63.2,37.7,0.0
622,-945.8,1291.5,3,12,235,25.1,158.3,26.6,4.3,23.4,6,1,0,3,50.6,40.6,0.2
623,-1610.8,-730.6,15,28,30,22.0,322.3,32.4,21.2,39.3,34,5,2,33,87.6,79.4,0.2
624,13.2,1679.8,4,32,113,28.4,59.9,17.3,15.5,36.8,45,3,1,34,65.6,34.1,1074.4
625,110.8,1844.9,23,39,257,17.1,24.5,9.2,13.5,30.3,70,3,2,12,92.7,32.0,0.0
626,1481.7,1042.2,3,30,88,4.9,148.3,33.7,33.9,13.9,17,3,2,25,90.8,92.7,0.2
627,-1489.4,-919.3,19,2,157,4.8,338.4,29.6,32.4,17.8,66,4,1,32,91.5,63.8,0.0
628,-1903.5,741.7,8,26,357,9.6,23.5,7.2,21.5,19.5,59,1,0,8,88.0,97.6,0.0
629,716.7,-1621.9,7,24,29,23.4,109.2,7.6,23.3,18.4,70,0,0,9,32.8,91.8,2746.6
630,-1185.3,-409.2,29,42,66,21.2,168.4,20.1,25.1,32.5,1,3,1,8,78.7,82.3,0.0
631,-31.8,-517.3,37,8,281,24.0,78.4,36.1,8.3,26.2,90,4,2,17,60.6,95.1,0.0
632,1243.4,-718.1,6,32,23,9.9,258.0,18.3,2.4,8.8,61,0,0,10,48.0,67.2,1050.4
633,1058.4,-956.2,8,36,318,27.8,9.2,29.8,16.8,27.2,99,3,2,32,84.4,88.6,0.4
634,-242.8,-320.8,36,3,61,11.4,332.8,29.9,25.3,35.9,36,3,1,19,79.3,98.2,0.0
635,-1905.6,596.4,21,44,267,22.8,246.9,33.3,18.3,9.9,91,0,0,15,88.7,67.2,0.0
636,1794.4,41.8,2,15,129,17.2,70.9,28.6,28.9,12.2,78,0,0,0,91.0,49.9,0.2
637,-730.9,1731.3,12,23,223,4.9,120.0,7.4,35.7,24.5,59,1,0,8,71.2,53.5,110.3
638,-481.8,256.8,2,38,46,15.7,213.2,29.1,12.0,28.2,48,3,1,14,59.8,45.1,0.2
639,-1458.1,1919.1,32,40,323,1.8,295.2,36.7,26.7,12.7,39,3,2,12,94.6,82.0,0.0
640,-200.7,-1164.1,13,18,306,3.6,131.0,32.7,7.1,34.8,79,1,0,27,39.1,40.6,0.2
641,1568.4,1222.0,27,18,226,25.1,180.5,30.4,17.8,14.5,20,0,0,36,68.8,56.2,0.0
642,-1291.5,-439.6,27,15,30,10.7,239.0,30.1,14.3,8.6,2,1,0,8,87.2,77.3,0.0
643,975.2,-1189.5,13,45,189,27.7,90.9,10.7,25.2,35.2,26,0,0,2,80.7,81.3,1076.2
644,698.3,1620.2,39,10,316,12.0,208.0,14.8,31.3,26.1,60,3,0,39,31.4,63.3,0.0
645,-1417.1,-88.9,20,8,42,12.3,64.5,26.2,26.3,34.4,20,1,0,21,94.2,64.6,0.0
646,-130.1,1061.6,19,30,28,21.9,179.8,18.8,37.4,5.5,84,2,0,38,96.3,74.8,0.0
647,370.3,1475.6,8,21,144,30.0,252.9,18.8,8.9,16.2,62,1,0,0,87.3,84.9,48.0
648,-671.1,-908.9,27,3,36,6.6,157.7,35.7,9.4,22.9,18,1,0,36,73.5,82.0,0.0
649,-1217.7,792.6,3,6,169,15.8,99.3,39.5,11.9,23.8,9,3,1,3,39.4,54.6,0.2
650,643.9,1487.2,24,14,76,30.3,73.3,25.2,18.4,39.4,33,4,1,24,78.4,31.7,0.0
651,-1751.2,1272.4,3,40,29,4.0,21.9,22.4,2.9,15.7,68,4,2,0,52.3,85.9,1655.7
652,-690.8,841.2,24,21,102,0.5,102.9,34.4,31.3,16.0,93,5,0,25,69.2,68.7,0.0
653,-506.4,571.5,21,27,108,19.2,214.7,15.6,8.6,21.6,87,5,2,23,59.9,96.0,0.0
654,1354.8,22.6,23,26,157,1.0,246.1,14.1,27.6,33.3,75,0,0,39,89.5,63.1,0.0
655,-323.5,-962.1,18,11,310,11.2,357.3,26.6,35.5,26.5,75,3,1,36,67.5,66.5,0.0
656,-937.2,1643.6,32,1,88,1.2,131.5,21.5,39.1,23.4,48,5,2,7,78.0,96.1,0.0
657,1085.5,1688.6,10,13,350,23.3,168.8,15.8,17.1,5.1,47,2,1,12,73.4,64.9,45.6
658,-1520.3,1590.9,24,19,65,12.3,250.4,23.1,30.5,7.3,15,5,2,23,76.5,74.3,0.0
659,370.6,362.7,37,28,338,29.7,17.8,32.3,19.6,37.4,56,3,0,6,67.9,48.0,0.0
660,-1807.8,298.6,27,41,215,28.2,132.1,19.8,17.6,13.9,36,0,0,0,99.7,57.8,0.0
661,717.4,-1025.5,12,45,235,5.2,140.3,33.9,2.6,28.7,42,1,0,22,95.8,92.7,0.2
662,728.3,174.5,29,12,45,11.0,161.0,11.6,9.0,16.6,86,5,0,17,52.8,75.0,0.0
663,-336.1,-288.9,30,25,289,24.0,351.3,36.3,13.7,8.5,83,5,2,32,89.2,66.5,0.0
664,-1052.4,725.6,12,31,198,25.7,131.3,36.6,35.0,7.0,40,2,1,31,91.4,59.0,0.2
665,1834.6,296.9,32,40,101,20.1,215.8,28.6,35.6,39.7,52,2,1,22,74.0,60.2,0.0
666,-298.0,680.6,39,0,105,10.9,204.6,15.7,21.7,39.3,37,2,0,37,30.1,39.8,0.0
667,-713.3,-995.0,35,26,277,9.0,95.2,25.4,6.8,23.3,75,1,0,40,66.8,99.2,0.0
668,-902.6,1564.9,9,45,49,4.7,353.3,18.0,12.7,29.2,4,5,2,2,65.4,99.0,317.4
669,618.5,163.1,33,6,141,30.4,95.1,30.8,9.2,29.4,52,2,0,35,55.1,44.9,0.0
670,-123.9,-228.1,33,24,241,0.5,120.6,25.1,27.9,4.6,37,3,1,36,30.0,64.3,0.0
671,-1036.2,1547.3,1,37,106,11.8,231.4,3.2,35.1,38.2,44,1,0,38,55.1,59.3,3337.5
672,-111.4,-1411.5,7,34,93,21.0,195.7,39.8,18.3,4.6,61,0,0,2,59.4,58.7,935.6
673,-235.2,4.5,8,25,343,27.7,117.7,39.0,39.2,17.9,82,1,0,34,82.0,70.4,0.2
674,1741.9,-1601.5,18,14,344,8.5,157.3,30.9,23.0,27.6,27,2,0,33,74.4,52.3,0.0
675,-1278.0,-114.8,15,42,63,24.9,324.7,17.4,28.2,33.4,27,2,0,4,86.7,76.2,194.2
676,-1318.5,-1736.6,31,43,72,14.2,317.5,9.3,38.1,21.4,68,2,0,33,37.9,77.0,0.0
677,-613.0,1169.8,24,7,360,7.4,21.5,35.4,26.9,3.3,97,1,0,3,71.1,66.0,0.0
678,-1358.1,-592.5,34,41,66,23.8,171.7,37.3,28.8,2.5,14,4,2,23,55.2,56.9,0.0
679,-652.6,-259.1,2,37,27,4.1,72.2,3.7,11.3,10.0,67,4,1,25,66.1,51.8,1068.2
680,-167.6,686.6,10,44,219,13.8,257.1,27.1,39.1,30.7,19,4,1,0,92.1,85.8,0.2
681,1206.1,465.7,27,15,207,20.2,172.8,36.9,24.5,30.7,78,5,0,21,80.2,53.6,0.0
682,494.3,-1484.0,22,20,127,18.7,156.0,34.8,11.1,36.9,80,4,0,37,37.3,82.6,0.0
683,1196.7,-1245.8,11,1,211,15.0,79.7,8.4,18.4,29.4,75,2,1,39,68.1,78.1,1718.0
684,594.2,793.1,2,39,123,8.5,156.6,26.1,37.2,31.0,93,3,1,15,90.6,54.4,0.2
685,-624.5,1354.7,14,37,326,8.3,70.8,9.6,36.0,7.5,69,3,2,26,51.2,37.1,0.2
686,-1474.4,936.7,20,20,127,2.4,230.0,34.0,2.6,36.6,99,1,0,40,89.2,53.6,0.0
687,-986.5,-112.6,37,30,133,16.6,169.4,21.6,12.2,17.5,4,5,2,20,93.8,40.5,0.0
688,-140.8,369.8,1,20,45,20.5,26.0,39.1,29.2,16.2,15,0,0,0,62.1,95.7,0.2
689,-1203.9,1834.6,20,11,176,20.0,255.9,33.4,5.7,24.4,88,4,1,6,93.3,64.4,0.0
690,-1848.1,-1833.4,19,11,180,4.0,282.7,12.1,27.1,17.2,85,5,1,31,86.8,39.4,0.0
691,576.5,1629.4,21,4,161,16.9,78.3,2.4,34.6,5.1,7,2,1,8,42.4,68.6,0.0
692,234.8,1690.2,24,23,194,16.8,51.1,28.4,23.8,14.3,70,0,0,6,89.4,33.4,0.0
693,-1147.3,-1596.6,37,9,340,29.0,119.0,2.4,18.2,4.8,15,2,0,29,98.7,80.3,0.0
694,1186.3,863.5,31,11,215,12.5,313.4,18.8,20.9,19.9,85,0,0,9,68.5,80.5,0.0
695,1786.1,-861.8,31,35,15,18.8,237.3,14.2,8.0,3.6,89,2,1,40,69.7,68.2,0.0
696,563.7,-1127.1,1,5,89,22.5,225.8,13.2,37.6,20.3,34,0,0,6,99.7,72.1,0.2
697,1500.9,-380.0,32,0,22,1.6,290.6,8.3,23.7,14.4,78,5,0,31,70.5,35.5,0.0
698,-1788.8,-992.0,27,39,36,12.5,276.7,17.2,19.4,21.0,73,4,0,24,39.2,63.5,0.0
699,1371.1,1599.3,33,3,170,4.5,37.2,15.6,10.1,27.6,100,4,1,11,78.6,50.6,0.0
700,1035.7,-1733.7,30,7,352,6.0,197.1,10.1,10.9,5.3,67,3,0,11,73.4,90.3,0.0
701,-1561.3,-1027.6,4,34,216,27.0,6.8,2.4,3.7,2.3,42,0,0,15,74.6,57.2,3419.5
702,-1782.4,1816.4,12,3,340,18.4,207.2,10.1,22.8,35.1,94,0,0,11,49.3,72.5,230.4
703,1046.5,140.6,12,43,122,21.7,314.7,5.3,29.4,3.2,84,4,2,26,38.7,84.9,0.2
704,941.1,-689.3,12,44,168,14.1,252.0,35.8,21.3,23.9,24,1,0,2,64.8,78.3,0.2
705,652.3,852.5,23,34,321,13.4,119.0,19.3,18.3,13.4,94,0,0,36,39.4,89.8,0.0
706,1518.9,-401.9,1,20,79,1.9,93.5,3.7,24.5,17.0,2,0,0,35,72.9,61.3,3419.5
707,-814.8,1076.4,11,26,215,26.0,138.5,11.2,4.8,29.3,23,2,1,9,44.8,62.5,473.0
708,661.3,-1710.6,21,41,352,18.0,2.5,23.2,29.0,13.8,5,3,0,40,83.6,79.3,0.0
709,-174.1,1759.0,40,44,140,24.8,158.5,25.4,17.5,15.3,1,4,1,38,56.6,51.9,0.0
710,446.5,-1105.5,20,41,224,23.4,41.7,11.3,30.2,13.6,9,5,1,39,58.0,54.0,0.0
711,-1362.7,1873.0,9,32,358,23.1,339.1,25.7,14.2,37.9,30,0,0,39,50.1,46.3,0.0
712,-1230.7,-1128.2,1,0,137,20.2,187.5,21.1,2.1,15.0,11,0,0,6,80.4,74.4,0.2
713,-1203.8,184.6,31,41,169,0.3,320.5,12.8,14.1,33.5,44,3,0,30,30.5,69.1,0.0
